"email","first_name","last_name","company","city","country"
"hr@bota-sare.hr","","","TIMUNJER d.o.o. za ugostiteljstvo, turizam i trgovinu","DUBROVNIK","Hrvatska"
"posao@alh.hr","","","JADRANSKI LUKSUZNI HOTELI dioničko društvo za ugostiteljstvo, turizam i putnička agencija","DUBROVNIK","Hrvatska"
"kingsworldofkebap@gmail.com","","","KING d.o.o. za ugostiteljstvo i usluge","SLAVONSKI BROD","Hrvatska"
"servisamb.sb@gmail.com","","","BERTANJOLI j.d.o.o. za usluge","SLAVONSKI BROD","Hrvatska"
"mkovacevic@komunalac-bj.hr","","","KOMUNALAC društvo s ograničenom odgovornošću za obavljanje komunalnih djelatnosti","BJELOVAR","Hrvatska"
"kadrovska@hotel-ivka.com","","","IVKA d.o.o. za trgovinu, turizam i graditeljstvo","DUBROVNIK","Hrvatska"
"info@vallum-hotel.com","","","OTOK SUPETAR d.o.o. za turizam i usluge","CAVTAT","Hrvatska"
"karolina.vukoja104@gmail.com","","","PIZZA & GRILL BAR AUREA j.d.o.o. za ugostiteljstvo i usluge","PLETERNICA","Hrvatska"
"generalmanager@villa-schubert.com","","","IKA BELLEVUE turizam, ugostiteljstvo i trgovina društvo s ograničenom odgovornošću","IKA","Hrvatska"
"backoffice@hotel-miramar.info","","","HOTEL MIRAMAR društvo s ograničenom odgovornošću za ugostiteljstvo","OPATIJA","Hrvatska"
"dom.buzet@gmail.com","","","Dom za starije osobe Buzet","BUZET","Hrvatska"
"mbrig.turizam@gmail.com","","","M BRIG d.o.o. za ugostiteljstvo i turizam","MREŽNIČKI BRIG","Hrvatska"
"dobrakuhinja@dobrakuhinja.hr","","","DOBRA KUHINJA d.o.o. za trgovinu i usluge","ZAGREB","Hrvatska"
"tajnistvo@sedma.hr","","","VII. GIMNAZIJA","ZAGREB","Hrvatska"
"natjecaji@spec-usluge.hr","","","S.P.E.C. usluge društvo s ograničenom odgovornošću za čišćenje svih vrsta objekata","ZAGREB","Hrvatska"
"husaina@reiwag.hr","","","Reiwag Facility Services društvo s ograničenom odgovornošću za upravljanje nekretninama","ZAGREB","Hrvatska"
"kadrovska@rgn.hr","","","SVEUČILIŠTE U ZAGREBU RUDARSKO-GEOLOŠKO-NAFTNI FAKULTET","ZAGREB","Hrvatska"
"kadrovska@np-brijuni.hr","","","JAVNA USTANOVA NACIONALNI PARK BRIJUNI","FAŽANA-FASANA","Hrvatska"
"info@keckes.hr","","","KEČKEŠ društvo s ograničenom odgovornošću za proizvodnju i usluge","PRELOG","Hrvatska"
"ilijapavkic@gmail.com","","","OBRT ZA IZRADU I PRODAJU OGREVNOG DRVETA ""PAVKIĆ"" VL. ILIJA PAVKIĆ POS PODGAJCI, M.GUPCA 304","POSAVSKI PODGAJCI","Hrvatska"
"diana_valcic@hotmail.com","","","TAJANIS, obrt za upravljanje nekretninama, vl. Diana Valčić, Zadar, Gradišćanskih Hrvata 50","ZADAR","Hrvatska"
"liana.brkic@socskrb.hr","","","Centar za pružanje usluga u zajednici Zadar","ZADAR","Hrvatska"
"zameoihvjetar@hotmail.com","","","GANGARO, obrt za ugostiteljstvo, vl. Bartul Bašić, Murter, Ulica Hrvatskih vladara 5","MURTER","Hrvatska"
"skozul92@gmail.com","","","VESCOR, obrt za ugostiteljstvo, vl. Stipe Kožul, Zadar, Ante Starčevića 11 C","RAŽANAC","Hrvatska"
"stipe.tadic90@gmail.com","","","F-TOURS INTERNATIONAL, putnička agencija d.o.o.","SPLIT","Hrvatska"
"kadrovskasluzba@gppmikic.hr","","","G. P. P. MIKIĆ društvo s ograničenom odgovornošću za građenje, proizvodnju, projektiranje, putničke agencije i brodogradnju","MALINSKA","Hrvatska"
"info@modri-val.com","","","MODRI VAL d.o.o. za uslužne djelatnosti","RIJEKA","Hrvatska"
"posao@posta.hr","","","HP - Hrvatska pošta d.d.","RIJEKA","Hrvatska"
"maria.grego@adria-grupa.hr","","","ADRIA GRUPA društvo s ograničenom odgovornošću za trgovinu, usluge, posredovanje i putnička agencija","RIJEKA","Hrvatska"
"posao@hotel-turist.hr","","","TURIST društvo s ograničenom odgovornošću za ugostiteljstvo i trgovinu","VARAŽDIN","Hrvatska"
"thecheapestjdoo@gmail.com","","","THE CHEAPEST j.d.o.o. za trgovinu i usluge","KAŠTEL LUKŠIĆ","Hrvatska"
"agramsquaddelivery@gmail.com","","","Agram Squad d.o.o.","SPLIT","Hrvatska"
"info@hotel-bastion.hr","","","BOUTIQUE HOTELI ZADAR d.o.o. za turizam, poslovne usluge i djelatnost turističke agencije","ZADAR","Hrvatska"
"prowa.beachbar@gmail.com","","","PROWA, obrt za ugostiteljstvo, vl. Toni Filipi, Sali IV 32","SALI","Hrvatska"
"dinoaralica96@gmail.com","","","METROPOLITAN ART d.o.o. za ugostiteljstvo","ZADAR","Hrvatska"
